0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
30444976,7,,low and high glucose,COMPOUND,,Cell=CELL; ,,CHOP,PROTEIN,,POSITIVE,ACTIVE,increase,"In addition, endoplasmic reticulum (ER) stress-responsive transcription factor C/EBP homologous protein (CHOP) expression was increased under low and high glucose conditions.",Directed Link,Positive Cause
30444976,8,,4-phenyl butyric acid,COMPOUND,,Cell=CELL; ,,IHG,COMPOUND,,POSITIVE,ACTIVE,reduce,"Cell death and oxidative stress induced by HG, LG, IHG, and ILG were significantly reduced by 4-phenyl butyric acid (4-PBA), an ER stress inhibitor.",Directed Link,Negative Cause
30444976,8,,4-PBA,COMPOUND,,Cell=CELL; ,,IHG,COMPOUND,,POSITIVE,ACTIVE,reduce,"Cell death and oxidative stress induced by HG, LG, IHG, and ILG were significantly reduced by 4-phenyl butyric acid (4-PBA), an ER stress inhibitor.",Directed Link,Negative Cause
30444976,8,,4-phenyl butyric acid,COMPOUND,,Cell=CELL; ,,ILG,COMPOUND,,POSITIVE,ACTIVE,reduce,"Cell death and oxidative stress induced by HG, LG, IHG, and ILG were significantly reduced by 4-phenyl butyric acid (4-PBA), an ER stress inhibitor.",Directed Link,Negative Cause
30444976,8,,4-PBA,COMPOUND,,Cell=CELL; ,,ILG,COMPOUND,,POSITIVE,ACTIVE,reduce,"Cell death and oxidative stress induced by HG, LG, IHG, and ILG were significantly reduced by 4-phenyl butyric acid (4-PBA), an ER stress inhibitor.",Directed Link,Negative Cause
30444976,8,,IHG,COMPOUND,,Cell=CELL; ,,Cell death,PHENOTYPE,,POSITIVE,ACTIVE,induce,"Cell death and oxidative stress induced by HG, LG, IHG, and ILG were significantly reduced by 4-phenyl butyric acid (4-PBA), an ER stress inhibitor.",Directed Link,Positive Cause
30444976,8,,IHG,COMPOUND,,Cell=CELL; ,,oxidative stress,PHENOTYPE,,POSITIVE,ACTIVE,induce,"Cell death and oxidative stress induced by HG, LG, IHG, and ILG were significantly reduced by 4-phenyl butyric acid (4-PBA), an ER stress inhibitor.",Directed Link,Positive Cause
30444976,8,,ILG,COMPOUND,,Cell=CELL; ,,Cell death,PHENOTYPE,,POSITIVE,ACTIVE,induce,"Cell death and oxidative stress induced by HG, LG, IHG, and ILG were significantly reduced by 4-phenyl butyric acid (4-PBA), an ER stress inhibitor.",Directed Link,Positive Cause
30444976,8,,ILG,COMPOUND,,Cell=CELL; ,,oxidative stress,PHENOTYPE,,POSITIVE,ACTIVE,induce,"Cell death and oxidative stress induced by HG, LG, IHG, and ILG were significantly reduced by 4-phenyl butyric acid (4-PBA), an ER stress inhibitor.",Directed Link,Positive Cause
30444976,9,,short-term hypoglycemia,PHENOTYPE,,Cell=CELL; ,,apoptosis,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,induce,These findings indicate that recurrent short-term hypoglycemia and hyperglycemia induce apoptosis and oxidative stress via the ER stress response in Schwann cells.,Directed Link,Positive Cause
30444976,9,,short-term hypoglycemia,PHENOTYPE,,Cell=CELL; ,,oxidative stress,PHENOTYPE,,POSITIVE,ACTIVE,induce,These findings indicate that recurrent short-term hypoglycemia and hyperglycemia induce apoptosis and oxidative stress via the ER stress response in Schwann cells.,Directed Link,Positive Cause
30444976,9,,hyperglycemia,PHENOTYPE,,Cell=CELL; ,,apoptosis,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,induce,These findings indicate that recurrent short-term hypoglycemia and hyperglycemia induce apoptosis and oxidative stress via the ER stress response in Schwann cells.,Directed Link,Positive Cause
30444976,9,,hyperglycemia,PHENOTYPE,,Cell=CELL; ,,oxidative stress,PHENOTYPE,,POSITIVE,ACTIVE,induce,These findings indicate that recurrent short-term hypoglycemia and hyperglycemia induce apoptosis and oxidative stress via the ER stress response in Schwann cells.,Directed Link,Positive Cause
30444976,9,,ER stress response,PHENOTYPE,,Cell=CELL; ,,apoptosis,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,induce,These findings indicate that recurrent short-term hypoglycemia and hyperglycemia induce apoptosis and oxidative stress via the ER stress response in Schwann cells.,Directed Link,Positive Cause
30444976,9,,ER stress response,PHENOTYPE,,Cell=CELL; ,,oxidative stress,PHENOTYPE,,POSITIVE,ACTIVE,induce,These findings indicate that recurrent short-term hypoglycemia and hyperglycemia induce apoptosis and oxidative stress via the ER stress response in Schwann cells.,Directed Link,Positive Cause
30445003,0,,berberine,COMPOUND,,Mitochondria=CELL; ,,mitochondrial apoptosis pathways,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,induce,Mitochondrial targeting nanodrugs self-assembled from 9-O-octadecyl substituted berberine derivative for cancer treatment by inducing mitochondrial apoptosis pathways.,Directed Link,Positive Cause
30445003,7,degradation of, HA,COMPOUND,,Mitochondria=CELL; ,,cell uptake,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,beneficial,"The degradation of HA by hyaluronidase (HAase) at tumor tissue allowed the exposure of the positively charged PEG/BD NDs to the cells, which is beneficial for cell uptake and further lysosome escape and mitochondrial targeting.",Directed Link,Negative Increase
30445003,7,degradation of, HA,COMPOUND,,Mitochondria=CELL; ,, lysosome escape,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,beneficial,"The degradation of HA by hyaluronidase (HAase) at tumor tissue allowed the exposure of the positively charged PEG/BD NDs to the cells, which is beneficial for cell uptake and further lysosome escape and mitochondrial targeting.",Directed Link,Negative Increase
30445003,7,degradation of, HA,COMPOUND,,Mitochondria=CELL; ,,mitochondrial targeting,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,beneficial,"The degradation of HA by hyaluronidase (HAase) at tumor tissue allowed the exposure of the positively charged PEG/BD NDs to the cells, which is beneficial for cell uptake and further lysosome escape and mitochondrial targeting.",Directed Link,Negative Increase
30445003,8,dissipating,mitochondria membrane potential,BIOLOGICAL PROCESS,,Mitochondria=CELL; ,,apoptosis ,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,induce,"Then, HA/PEG/BD NDs were investigated to induce apoptosis through dissipating mitochondria membrane potential, releasing cytochrome C, increasing the activities of caspase 9/3, activating the pro-apoptotic Bax, suppressing the anti-apoptotic Bcl-2 and upregulating ROS levels.",Directed Link,Negative Increase
30445003,8,releasing,cytochrome C,MOLECULAR FUNCTION,,Mitochondria=CELL; ,,apoptosis ,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,induce,"Then, HA/PEG/BD NDs were investigated to induce apoptosis through dissipating mitochondria membrane potential, releasing cytochrome C, increasing the activities of caspase 9/3, activating the pro-apoptotic Bax, suppressing the anti-apoptotic Bcl-2 and upregulating ROS levels.",Directed Link,Positive Increase
30445003,8,increasing, activities of caspase 9/3,ENZYME,,Mitochondria=CELL; ,,apoptosis ,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,induce,"Then, HA/PEG/BD NDs were investigated to induce apoptosis through dissipating mitochondria membrane potential, releasing cytochrome C, increasing the activities of caspase 9/3, activating the pro-apoptotic Bax, suppressing the anti-apoptotic Bcl-2 and upregulating ROS levels.",Directed Link,Positive Increase
30445003,8,activating,pro-apoptotic Bax,MOLECULAR FUNCTION,,Mitochondria=CELL; ,,apoptosis ,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,induce,"Then, HA/PEG/BD NDs were investigated to induce apoptosis through dissipating mitochondria membrane potential, releasing cytochrome C, increasing the activities of caspase 9/3, activating the pro-apoptotic Bax, suppressing the anti-apoptotic Bcl-2 and upregulating ROS levels.",Directed Link,Positive Cause
30445003,8,suppressing,anti-apoptotic Bcl-2,GENE,,Mitochondria=CELL; ,,apoptosis ,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,induce,"Then, HA/PEG/BD NDs were investigated to induce apoptosis through dissipating mitochondria membrane potential, releasing cytochrome C, increasing the activities of caspase 9/3, activating the pro-apoptotic Bax, suppressing the anti-apoptotic Bcl-2 and upregulating ROS levels.",Directed Link,Negative Increase
30445003,8,upregulating,ROS,COMPOUND,,Mitochondria=CELL; ,,apoptosis ,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,induce,"Then, HA/PEG/BD NDs were investigated to induce apoptosis through dissipating mitochondria membrane potential, releasing cytochrome C, increasing the activities of caspase 9/3, activating the pro-apoptotic Bax, suppressing the anti-apoptotic Bcl-2 and upregulating ROS levels.",Directed Link,Positive Increase
30445007,0,,NADPH Oxidase 1,GENE,,Liver=ORGAN; Macrophages=CELL; Mice=ORGANISM; Hepatocytes=CELL; ,,Inflammation,PHENOTYPE,,POSITIVE,ACTIVE,promote,NADPH Oxidase 1 in Liver Macrophages Promotes Inflammation and Tumor Development in Mice.,Directed Link,Positive Cause
30445007,0,,NADPH Oxidase 1,GENE,,Liver=ORGAN; Macrophages=CELL; Mice=ORGANISM; Hepatocytes=CELL; ,,Tumor,PHENOTYPE,,POSITIVE,ACTIVE,promote,NADPH Oxidase 1 in Liver Macrophages Promotes Inflammation and Tumor Development in Mice.,Directed Link,Positive Cause
30445007,8,,NOX1,GENE,,Liver=ORGAN; Macrophages=CELL; Mice=ORGANISM; Hepatocytes=CELL; ,,hepatic tumorigenesis,PHENOTYPE,,POSITIVE,ACTIVE,promote,"In mice given injections of a liver carcinogen (DEN), expression of NOX1 by macrophages promotes hepatic tumorigenesis by inducing the production of inflammatory cytokines.",Directed Link,Positive Cause
30445007,8,,NOX1,GENE,,Liver=ORGAN; Macrophages=CELL; Mice=ORGANISM; Hepatocytes=CELL; ,,inflammatory cytokines,MOLECULAR FUNCTION,,POSITIVE,ACTIVE,induce,"In mice given injections of a liver carcinogen (DEN), expression of NOX1 by macrophages promotes hepatic tumorigenesis by inducing the production of inflammatory cytokines.",Directed Link,Positive Cause
30445007,8,production of, inflammatory cytokines,MOLECULAR FUNCTION,,Liver=ORGAN; Macrophages=CELL; Mice=ORGANISM; Hepatocytes=CELL; ,,hepatic tumorigenesis,PHENOTYPE,,POSITIVE,ACTIVE,promote,"In mice given injections of a liver carcinogen (DEN), expression of NOX1 by macrophages promotes hepatic tumorigenesis by inducing the production of inflammatory cytokines.",Directed Link,Positive Increase
30445007,10,block,NOX1,GENE,,Liver=ORGAN; Macrophages=CELL; Mice=ORGANISM; Hepatocytes=CELL; ,,hepatocellular carcinoma progression,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,develop,Strategies to block NOX1 or these cytokines might be developed to slow hepatocellular carcinoma progression.,Directed Link,Negative Increase
30445027,2,,Ulcerative colitis,PHENOTYPE,,NA;,,risk of colorectal cancer,PHENOTYPE,,POSITIVE,ACTIVE,increase,"Ulcerative colitis is an inflammatory bowel disease that increases the risk of colorectal cancer and involves mitochondrial dysfunction, making it an ideal model to study the role of mtDNA in tumorigenesis.",Directed Link,Positive Cause
30445027,2,,Ulcerative colitis,PHENOTYPE,,NA;,,mitochondrial dysfunction,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,involve,"Ulcerative colitis is an inflammatory bowel disease that increases the risk of colorectal cancer and involves mitochondrial dysfunction, making it an ideal model to study the role of mtDNA in tumorigenesis.",Directed Link,Directed Link
30445027,4,,DPCPX,GENE,,NA;,up-regulation of,ERK,MOLECULAR FUNCTION,,POSITIVE,ACTIVE,block,The up-regulation of p38 MAPK and ERK induced by LIP could be blocked by DPCPX.,Directed Link,Negative Cause
30445027,6,,adenosine,COMPOUND,,NA;,,ERK,MOLECULAR FUNCTION,,POSITIVE,ACTIVE,up-regulate,"The results showed that pre-administration of adenosine could partly mimic the neuroprotective effect on the brain, up-regulate the expression of p38 MAPK and ERK.",Directed Link,Positive Increase
30445027,6,,adenosine,COMPOUND,,NA;,,p38 MAPK,GENE,,POSITIVE,ACTIVE,up-regulate,"The results showed that pre-administration of adenosine could partly mimic the neuroprotective effect on the brain, up-regulate the expression of p38 MAPK and ERK.",Directed Link,Positive Increase
30445027,11,,oxidative damage,BIOLOGICAL PROCESS,,NA;,,"C>A transversions, ",DNA,,POSITIVE,ACTIVE,due to,"A subset of VLF mutations were C>A transversions, which are probably due to oxidative damage.",Directed Link,Positive Cause
30445027,13,,mtDNA mutations,DNA,,NA;,,ulcerative colitis preneoplasia,PHENOTYPE,,POSITIVE,ACTIVE,frequent,Our results indicate that mtDNA mutations are frequent in ulcerative colitis preneoplasia but negatively selected in cancers.,Directed Link,Positive Cause
30445027,14,,mtDNA mutations ,DNA,,NA;,,early ulcerative colitis tumorigenesis,PHENOTYPE,,POSITIVE,ACTIVE,contribute,"IMPLICATIONS: While mtDNA mutations might contribute to early ulcerative colitis tumorigenesis, they appear to be selected against in cancer, suggesting that functional mitochondria might be required for malignant transformation in ulcerative colitis.",Directed Link,Positive Cause
30445026,0,,Chronic colitis,PHENOTYPE,,NA;,,unbalances M1 and M2 microglia/macrophage,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,induce,"Chronic colitis induces meninges traffic of gut-derived T cells, unbalances M1 and M2 microglia/macrophage and increases ischemic brain injury in mice.",Directed Link,Positive Cause
30445026,0,,Chronic colitis,PHENOTYPE,,NA;,,ischemic brain injury,PHENOTYPE,,POSITIVE,ACTIVE,increase,"Chronic colitis induces meninges traffic of gut-derived T cells, unbalances M1 and M2 microglia/macrophage and increases ischemic brain injury in mice.",Directed Link,Positive Cause
30445026,3,,dextran sodium sulfate,COMPOUND,,NA;,, chronic colitis,PHENOTYPE,,POSITIVE,ACTIVE,induce,A combined mouse model of chronic colitis induced by dextran sodium sulfate (DSS) and ischemic stroke induced by photochemical infarction was used in this study.,Directed Link,Positive Cause
30445026,3,,DSS,COMPOUND,,NA;,, chronic colitis,PHENOTYPE,,POSITIVE,ACTIVE,induce,A combined mouse model of chronic colitis induced by dextran sodium sulfate (DSS) and ischemic stroke induced by photochemical infarction was used in this study.,Directed Link,Positive Cause
30445026,3,,photochemical infarction,COMPOUND,,NA;,, ischemic stroke,PHENOTYPE,,POSITIVE,ACTIVE,induce,A combined mouse model of chronic colitis induced by dextran sodium sulfate (DSS) and ischemic stroke induced by photochemical infarction was used in this study.,Directed Link,Positive Cause
30445026,4,,chronic colitis ,PHENOTYPE,,NA;,,infarction volume,PHENOTYPE,,POSITIVE,ACTIVE,increase,"We demonstrated that chronic colitis significantly increased the infarction volume, activated microglia/macrophage numbers, proliferation of M1 microglia/macrophage, non-gut-derived CD4+ T lymphocyte penetration and decreased neuron numbers in the peri-infarction at 7?d after stroke.",Directed Link,Positive Cause
30445026,4,,chronic colitis ,PHENOTYPE,,NA;,,activated microglia/macrophage numbers,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,increase,"We demonstrated that chronic colitis significantly increased the infarction volume, activated microglia/macrophage numbers, proliferation of M1 microglia/macrophage, non-gut-derived CD4+ T lymphocyte penetration and decreased neuron numbers in the peri-infarction at 7?d after stroke.",Directed Link,Positive Cause
30445026,4,,chronic colitis ,PHENOTYPE,,NA;,,proliferation of M1 microglia/macrophage,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,increase,"We demonstrated that chronic colitis significantly increased the infarction volume, activated microglia/macrophage numbers, proliferation of M1 microglia/macrophage, non-gut-derived CD4+ T lymphocyte penetration and decreased neuron numbers in the peri-infarction at 7?d after stroke.",Directed Link,Positive Cause
30445026,4,,chronic colitis ,PHENOTYPE,,NA;,non-gut-derived CD4+ T lymphocyte,penetration,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,increase,"We demonstrated that chronic colitis significantly increased the infarction volume, activated microglia/macrophage numbers, proliferation of M1 microglia/macrophage, non-gut-derived CD4+ T lymphocyte penetration and decreased neuron numbers in the peri-infarction at 7?d after stroke.",Directed Link,Positive Cause
30445026,4,,chronic colitis ,PHENOTYPE,,NA;,,neuron numbers,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,decrease,"We demonstrated that chronic colitis significantly increased the infarction volume, activated microglia/macrophage numbers, proliferation of M1 microglia/macrophage, non-gut-derived CD4+ T lymphocyte penetration and decreased neuron numbers in the peri-infarction at 7?d after stroke.",Directed Link,Negative Cause
30445026,6,,selective depletion of meningeal macrophages ,BIOLOGICAL PROCESS,,NA;,,infarction volume ,PHENOTYPE,,POSITIVE,ACTIVE,result,"In addition, selective depletion of meningeal macrophages resulted in a reduction of infarction volume and the non-gut-derived CD4+ T lymphocyte penetration.",Directed Link,Negative Decrease
30445026,6,,selective depletion of meningeal macrophages ,BIOLOGICAL PROCESS,,NA;,,non-gut-derived CD4+ T lymphocyte penetration,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,result,"In addition, selective depletion of meningeal macrophages resulted in a reduction of infarction volume and the non-gut-derived CD4+ T lymphocyte penetration.",Directed Link,Negative Decrease
30445026,7,,chronic colitis ,PHENOTYPE,,NA;,CD4+ T cell ,migration,BIOLOGICAL PROCESS,,POSITIVE,ACTIVE,promote,We concluded that chronic colitis exacerbated ischemic stroke by promoting CD4+ T cell migration from the gut to the meninges and disequilibrium of M1 and M2 microglia/macrophages.,Directed Link,Positive Cause
